Altura,Peso
183,77.5
185,83.2
193,76.5
169,67.9
193,79.6
167,58.1
173,61.0
177,70.3
193,69.2
171,57.8
192,85.0
187,66.0
161,51.3
168,58.1
183,67.8
161,53.7
162,51.7
181,61.2
191,89.1
172,68.6
162,55.2
166,52.6
164,56.6
178,68.2
161,58.3
167,53.8
162,57.7
195,84.7
180,65.9
183,69.7
177,69.1
174,66.9
169,58.8
170,60.1
179,69.5
181,76.0
161,52.5
161,52.3
180,63.1
178,65.2
171,61.9
170,54.4
178,72.6
164,50.8
188,78.3
161,49.4
190,80.2
190,83.0
179,77.3
183,77.9
162,51.0
170,71.6
184,78.1
168,62.6
180,63.6
171,60.5
165,62.3
168,57.1
178,65.5
184,67.5
175,58.3
194,86.0
163,49.9
179,71.7
183,73.8
168,59.3
194,78.7
182,74.0
195,82.5
169,63.8
190,69.0
162,56.4
165,62.7
186,76.6
164,63.2
162,58.0
178,58.7
177,63.2
190,71.2
192,84.1
178,61.6
164,65.8
163,58.7
170,61.5
178,66.2
174,70.1
161,51.6
170,64.1
192,89.1
182,62.2
168,59.6
182,66.7
185,64.8
180,69.3
161,58.7
174,72.7
184,65.7
176,59.4
187,86.9
189,86.8
171,57.7
182,73.7
191,88.9
161,48.7
173,57.5
171,66.8
165,61.7
193,72.2
194,70.5
183,78.3
160,60.5
179,60.4
192,85.0
174,70.3
169,67.0
195,77.9
168,54.5
192,79.0
185,67.4
181,63.8
192,88.6
193,83.3
168,53.4
194,74.3
172,64.4
187,67.1
191,71.4
179,70.9
194,71.6
194,91.4
181,74.3
188,73.5
194,90.4
195,83.3
194,73.3
171,54.7
185,75.3
187,73.2
172,67.3
192,76.8
193,86.5
163,62.9
185,72.2
170,70.2
161,54.8
177,69.7
162,59.8
174,60.0
171,72.2
164,57.4
165,56.6
165,54.4
179,66.7
178,70.3
193,90.6
176,64.0
178,61.9
182,62.7
174,73.8
164,58.7
162,62.3
177,67.9
186,68.4
191,70.7
185,78.4
181,66.3
179,70.5
166,67.8
177,59.8
169,69.5
181,80.9
168,54.1
178,66.8
160,62.5
195,84.2
189,84.3
184,75.5
178,75.9
160,56.2
193,83.7
189,81.7
187,71.1
191,81.3
163,49.2
162,50.5
171,54.2
176,68.1
171,61.4
176,76.4
189,77.1
172,68.9
175,61.4
188,72.8
180,78.8
189,80.8
177,75.7
192,69.8
162,48.8
179,73.1
186,77.7
162,49.8
160,48.7
181,78.7
165,67.2
180,75.0
194,79.1
181,76.8
161,60.5
164,52.0
182,67.0
167,63.7
189,76.1
173,64.9
192,89.7
180,65.3
180,66.6
168,58.1
166,65.2
176,73.0
182,80.7
182,79.7
162,57.3
194,76.8
184,70.8
184,82.9
178,70.6
186,68.1
178,61.3
193,70.4
194,81.4
178,65.6
193,69.5
170,55.2
170,64.0
163,56.4
187,79.0
164,64.8
165,62.3
192,88.9
186,75.0
171,61.2
186,83.0
167,69.1
177,75.0
177,58.5
178,64.9
180,63.8
163,52.4
194,84.1
179,64.8
195,90.2
180,68.8
166,64.4
182,68.1
163,58.4
194,76.9
173,68.5
160,53.5
175,66.4
193,72.6
160,52.2
182,81.3
191,87.7
191,74.9
195,79.0
177,67.2
174,69.6
195,84.2
173,64.7
192,85.2
160,51.5
179,79.6
166,60.6
162,60.5
173,59.6
162,55.1
182,71.4
189,69.6
163,58.7
178,75.0
182,73.6
193,76.0
183,66.2
169,55.3
174,69.0
175,66.4
163,58.6
161,54.6
191,75.2
180,77.8
186,84.6
165,52.5
162,56.7
185,74.1
172,61.7
184,77.2
185,79.6
176,57.4
195,79.0
176,60.3
164,58.2
171,61.9
179,64.6
186,86.1
184,70.2
189,86.1
175,62.6
176,62.7
184,80.7
162,53.5
170,58.1
185,77.5
166,66.7
164,63.1
187,80.9
162,55.8
162,54.9
188,76.6
192,72.0
188,82.8
167,57.5
177,62.1
165,55.1
160,53.3
167,58.4
165,56.7
190,89.5
169,65.2
175,68.4
194,79.6
178,74.3
189,85.6
188,88.0
172,54.8
182,80.3
186,78.8
191,86.6
184,80.1
172,57.9
191,89.5
192,70.1
184,82.3
193,87.8
193,87.5
179,74.8
186,80.5
176,61.4
187,82.5
162,52.9
193,71.9
190,82.7
188,84.1
162,55.5
183,75.1
186,74.0
192,73.6
186,80.6
186,68.5
179,67.9
194,78.6
185,82.6
187,86.0
172,55.8
185,79.6
179,78.8
179,79.0
187,69.1
164,59.3
174,68.5
191,86.4
190,74.3
174,69.4
187,78.2
181,71.6
171,59.1
183,81.0
189,84.8
187,75.9
164,50.7
175,64.7
194,73.9
163,52.3
187,74.0
174,73.0
192,83.8
176,65.5
191,74.9
178,61.2
195,88.8
171,72.6
188,86.2
190,83.0
164,53.9
167,57.8
170,69.1
171,62.6
161,51.5
165,60.0
175,56.7
186,83.2
163,65.4
177,66.8
173,73.5
166,64.9
172,54.8
194,89.7
170,58.3
174,65.0
171,68.9
189,74.0
190,81.8
161,53.4
194,93.1
182,80.7
185,68.0
174,67.1
168,59.9
160,48.4
180,75.3
188,78.7
185,82.1
162,48.6
168,67.9
161,48.1
170,68.7
187,66.6
184,81.8
164,52.1
192,70.8
192,84.8
195,87.4
177,76.4
160,60.1
189,83.9
176,75.2
193,85.6
177,70.9
168,64.4
191,77.9
161,59.0
193,81.5
166,54.3
194,87.8
186,73.9
169,63.1
166,65.2
161,54.8
173,68.5
172,73.4
181,63.1
189,81.4
173,67.0
164,60.9
172,63.1
176,70.8
186,85.2
170,57.5
161,63.4
168,55.6
171,68.6
182,78.8
165,54.6
194,77.5
164,62.4
195,83.7
171,58.9
189,70.1
167,56.0
160,47.8
166,58.5
182,76.4
184,65.4
183,78.3
172,65.1
187,68.9
194,77.8
177,67.2
184,66.5
160,53.6
172,72.4
179,65.8
172,55.6
193,82.8
185,82.1
185,80.7
188,75.4
167,56.9
171,55.1
171,71.9
194,70.8
187,69.1
191,82.0
170,71.5
186,80.6
193,81.5
161,51.8
191,79.6
186,67.5
179,78.8
175,75.6
177,60.0
183,63.3
165,67.2
186,81.9
190,76.6
169,70.2
172,64.8
184,71.7
187,72.6
192,81.0
177,63.0
165,65.7
167,56.3
182,78.4
188,80.8
176,75.4
191,82.6
179,71.2
178,63.8
176,59.5
177,64.5
175,61.8
169,54.7
184,73.6
166,65.3
181,71.3
182,69.4
167,64.6
176,63.5
182,70.9
194,83.9
181,80.1
162,62.6
170,54.9
184,71.8
166,62.5
172,73.1
178,62.8
174,69.6
161,61.9
160,61.5
174,56.1
192,86.1
169,61.5
185,68.3
167,65.9
177,62.5
181,61.8
170,61.8
173,62.2
171,69.8
194,80.9
195,76.7
162,55.5
161,55.8
195,93.3
162,59.8
180,78.9
167,52.8
195,71.1
164,62.9
165,60.7
184,70.3
184,67.0
179,60.9
180,64.5
190,70.9
165,54.5
182,70.7
186,72.5
172,69.1
161,55.6
184,77.0
181,61.9
166,61.4
193,88.3
183,65.4
183,75.7
176,73.2
181,77.3
189,69.5
183,67.5
177,72.3
162,50.9
186,73.1
171,72.8
174,59.6
181,77.4
180,76.7
184,70.8
166,61.5
181,76.7
195,93.8
185,66.7
169,70.1
168,58.6
169,58.7
165,53.1
184,81.8
160,59.3
178,75.0
189,83.8
172,63.9
169,56.5
165,56.0
160,60.3
195,79.1
160,51.1
186,75.9
181,63.0
173,58.3
170,63.6
194,71.2
186,66.8
190,83.0
160,61.5
185,72.4
160,57.5
174,69.7
178,77.8
186,70.1
192,80.8
179,62.6
182,62.0
166,55.0
189,78.0
167,53.4
195,82.4
165,57.9
172,64.6
195,75.4
176,66.4
170,60.4
195,73.9
193,79.1
186,75.5
192,77.3
194,86.8
173,62.8
184,76.1
170,62.7
194,87.2
178,78.1
178,61.9
186,76.4
174,60.5
177,59.9
162,61.2
170,65.6
165,53.0
185,72.8
164,54.5
161,56.1
186,80.8
174,60.2
184,84.1
175,74.7
194,88.2
161,60.6
195,72.6
176,75.6
174,68.4
192,79.7
176,59.0
183,81.4
190,77.3
178,60.0
173,69.2
184,63.5
190,89.5
183,72.1
192,81.6
180,73.3
179,68.8
162,55.7
163,60.8
170,57.2
189,87.4
162,55.8
171,60.2
164,52.1
178,66.9
161,58.4
169,56.0
186,78.6
177,60.1
172,69.9
183,71.6
168,69.1
174,66.3
165,52.0
187,73.2
179,63.8
183,78.8
160,56.5
190,85.5
184,76.6
169,55.3
161,50.0
174,74.9
160,56.6
172,70.6
162,59.3
176,60.6
171,64.6
170,66.7
167,60.3
189,75.9
170,61.3
191,76.1
166,53.1
182,69.4
182,80.4
165,55.1
170,63.6
166,57.7
195,86.9
166,66.9
184,70.1
184,62.7
164,57.2
170,63.0
182,80.3
182,79.2
174,70.3
165,66.5
178,64.2
178,78.3
173,69.4
167,64.5
191,72.0
170,68.1
181,67.4
181,79.4
172,67.5
191,75.1
171,57.4
171,57.1
172,63.3
191,83.4
173,69.6
192,83.2
175,60.2
188,78.6
177,70.1
178,68.0
183,74.7
194,90.8
169,58.3
174,71.4
188,79.9
189,77.9
179,63.2
187,80.2
172,60.2
183,74.3
170,62.1
183,64.1
181,74.0
168,68.0
189,80.1
189,76.9
194,89.3
185,78.6
164,56.7
179,64.3
194,72.6
166,52.4
162,63.2
164,51.1
194,69.9
160,48.4
161,53.7
175,63.3
173,57.0
165,54.2
194,81.9
173,62.1
178,66.8
182,77.8
191,70.9
170,64.1
160,52.5
172,54.9
173,66.7
176,61.5
165,56.3
160,50.6
191,78.2
186,66.6
168,68.0
182,75.8
165,65.0
180,63.7
177,63.8
177,73.7
166,65.4
173,66.3
165,60.4
192,68.6
193,91.7
167,55.4
181,74.4
174,64.5
171,59.3
193,82.2
162,54.0
173,58.1
167,56.9
164,52.4
168,61.6
165,56.2
186,75.1
184,74.5
177,58.0
166,64.6
172,62.3
174,66.0
194,70.6
165,60.4
174,62.8
160,55.9
190,70.7
161,60.1
161,58.3
171,62.8
174,58.6
161,48.7
193,88.7
174,73.0
176,66.1
160,56.2
161,64.4
191,84.0
174,70.9
164,57.7
171,69.7
175,70.0
194,87.9
187,70.4
165,62.4
160,56.4
175,75.0
182,81.8
161,59.8
162,65.2
169,61.3
169,57.1
175,67.5
180,71.6
167,58.2
182,74.0
160,58.2
192,72.9
162,53.2
181,60.9
192,83.8
160,57.6
160,55.5
183,68.8
185,80.3
165,53.1
173,62.9
167,68.4
170,59.9
174,67.0
188,79.1
184,77.7
191,79.7
190,83.1
176,60.9
179,78.5
193,71.3
176,72.4
172,55.0
187,85.5
177,60.8
174,68.7
160,58.1
165,50.4
193,88.3
161,52.7
165,54.0
191,87.3
172,57.9
165,58.9
174,58.6
162,62.9
186,74.4
187,66.8
175,62.8
171,64.7
164,64.6
163,50.5
185,68.0
186,83.5
167,65.2
176,74.5
166,56.3
181,64.0
169,56.6
161,53.7
165,51.7
179,63.6
173,58.5
177,58.6
192,79.7
163,53.8
177,60.8
186,65.7
184,71.9
173,57.3
190,86.5
168,67.3
170,62.0
192,83.1
194,77.5
177,70.5
166,60.9
169,57.9
190,83.9
164,63.9
170,57.9
183,66.6
180,69.4
191,72.0
169,55.4
182,64.6
195,77.0
177,61.1
190,67.1
178,78.7
186,70.4
161,60.3
172,73.2
183,63.0
178,71.9
163,56.0
192,87.0
176,69.3
181,68.3
170,60.0
165,61.4
167,58.5
177,77.1
189,86.0
178,69.4
171,54.5
166,61.2
194,86.0
161,57.8
189,70.5
172,62.2
161,49.9
183,63.0
169,69.3
195,85.4
184,69.5
172,71.1
187,77.9
184,68.8
195,80.3
190,81.3
165,57.2
170,61.7
191,76.4
187,76.9
163,52.2
160,54.5
188,85.3
177,65.1
172,68.6
184,62.9
165,65.5
168,60.9
175,59.9
182,70.0
179,66.5
166,64.2
174,72.2
166,54.7
177,71.5
162,61.2
170,66.9
186,74.2
186,79.4
188,80.6
181,68.9
180,67.9
183,77.1
194,85.5
175,56.8
181,75.6
162,48.8
165,56.6
183,75.5
177,59.9
164,64.3
177,72.0
189,77.9
169,57.6
182,80.8
167,65.0
187,70.1
182,69.6
168,58.6
161,55.4
173,55.5
175,63.0
163,61.7
169,69.9
161,57.5
167,54.9
187,74.5
187,78.0
178,59.5
172,57.0
164,65.4
169,56.3
193,86.3
161,55.1
161,57.7
187,74.8
193,78.3
181,66.6
193,75.2
174,66.0
167,59.4
164,63.8
174,56.4
195,88.2
189,81.8
167,53.9
193,74.4
168,61.6
179,69.2
186,68.1
168,64.5
190,76.9
167,57.9
165,56.1
169,70.1
195,71.4
187,66.4
192,83.8
173,66.0
194,80.9
171,59.1
175,59.6
193,86.2
168,63.3
160,57.5
191,77.4
171,71.1
164,62.7
179,59.4
194,80.5
164,62.7
182,72.3
185,69.2
194,93.6
176,61.4
166,63.3
163,61.2
176,57.4
172,56.0
168,52.3
179,59.8
189,77.4
192,90.6
161,62.2
164,57.2
183,67.5
170,70.7
170,57.9
183,70.3
189,78.0
172,69.9
168,62.7
191,68.4
194,74.2
177,68.5
193,73.3
180,74.4
183,69.0
170,63.6
162,62.2
185,68.2
166,60.3
178,61.4
163,63.6
188,67.2
191,86.7
163,55.3
163,59.8
187,77.9
163,58.7
174,71.8
185,63.6
181,77.9
189,74.8
167,60.6
185,79.7
192,85.4
189,73.9
174,58.5
169,67.5
195,85.8
186,76.8
179,67.0
180,77.9
175,63.8
192,83.5
162,51.7
195,91.9
180,77.3
178,70.8
188,77.2
160,53.3
183,74.9
172,68.6
174,62.0
192,85.0
166,52.4
168,63.0
174,57.0
169,59.4
174,57.9
164,54.6
163,55.8
160,58.7
195,89.8
167,54.4
189,66.7
180,79.5
161,50.8
179,66.8
192,86.1
166,61.0
166,61.6
162,55.4
175,71.7
192,82.2
169,58.6
160,56.9
160,58.7
190,77.3
180,65.2
176,60.5
168,61.2
191,86.9
190,72.9
192,86.0
182,71.2
188,82.2
172,69.2
182,80.7
185,69.4
161,57.7
181,76.8
175,57.8
172,73.2
185,67.8
185,65.7
173,68.2
168,63.3
181,67.9
170,62.4
172,55.7
189,83.7
192,79.9
176,67.1
180,61.1
178,68.5
190,80.4
168,65.7
167,62.9
182,71.5
188,73.3
168,64.1
171,62.1
183,76.7
177,58.6
194,78.9
195,80.0
180,61.7
187,68.0
182,82.4
173,67.5
192,86.4
172,70.8
163,50.8
181,69.2
186,69.9
170,59.8
163,61.9
170,69.0
165,56.8
162,61.9
176,74.4
160,50.1
183,81.0
176,67.0
192,88.5
186,82.4
162,49.7
163,64.7
161,60.3
162,51.5
167,66.2
184,83.2
168,65.7
184,64.0
187,67.7
191,80.2
163,50.0
173,67.9
165,67.5
183,68.8
171,56.0
162,52.3
194,86.3
191,73.1
183,80.8
171,66.4
181,68.3
185,76.3
188,68.3
195,94.5
195,87.6
176,75.2
174,66.7
195,73.2
183,72.7
162,60.7
177,70.0
176,69.3
185,75.5
163,52.6
173,73.1
190,70.7
162,52.0
165,63.4
164,66.8
172,55.2
185,67.2
186,69.2
187,83.1
180,74.7
182,69.8
189,86.8
160,50.5
166,57.3
195,89.3
175,70.3
172,56.2
184,80.5
181,76.8
192,88.2
168,61.5
172,70.4
186,75.1
169,54.7
174,69.5
165,66.3
163,58.1
161,52.4
187,81.1
186,75.6
166,66.3
186,67.9
171,55.5
174,68.6
186,75.5
192,89.3
175,57.5
179,75.8
180,72.0
168,68.4
175,74.6
167,54.8
160,62.7
163,51.5
184,77.8
175,62.3
187,78.8
174,71.3
187,81.4
176,61.4
184,66.9
193,75.9
195,85.0
163,52.3
188,87.3
189,82.2
188,81.9
184,66.3
161,63.5
170,71.6
171,61.7
175,76.2
177,61.8
184,71.0
174,61.5
181,62.4
174,65.7
162,55.8
190,76.5
191,84.0
190,75.1
172,70.5
166,60.9
160,61.3
176,57.7
184,63.0
195,87.2
194,91.6
182,73.0
175,57.4
193,91.2
160,61.3
176,64.3
177,67.5
162,49.2
168,64.7
171,71.3
186,85.6
173,66.4
190,71.5
160,61.8
183,74.9
191,69.0
179,67.9
178,59.0
187,74.1
195,94.0
181,78.2
194,90.2
187,83.1
161,61.2
167,65.9
177,72.4
168,68.7
175,72.7
178,75.1
184,68.4
186,64.7
161,51.7
188,73.1
170,69.6
190,80.2
195,82.9
168,66.1
189,81.4
173,69.8
162,50.0
190,74.4
194,85.3
163,53.4
189,79.3
173,59.0
173,73.8
173,60.8
172,62.3
165,65.9
184,81.4
184,75.5
163,56.2
168,67.2
163,49.5
180,79.7
191,82.4
194,78.5
168,59.0
166,56.9
184,79.3
175,67.0
181,73.0
183,71.1
177,74.9
189,84.5
188,80.2
177,76.7
187,76.7
161,55.8
168,57.7
178,68.8
190,76.3
173,71.4
172,64.6
191,68.4
192,75.8
174,74.6
195,91.4
179,66.7
161,58.6
160,58.2
178,60.0
181,71.0
167,56.0
194,78.4
190,77.0
183,70.7
185,67.2
170,66.4
181,65.6
168,53.5
167,63.6
194,89.3
190,88.9
169,69.4
186,78.9
194,80.3
169,63.2
167,56.3
176,66.6
180,66.5
173,56.6
187,71.6
172,55.9
161,61.7
172,73.3
161,49.6
187,68.8
172,72.4
175,75.4
188,84.2
191,88.2
180,60.2
166,67.0
183,75.4
169,64.5
178,66.6
160,60.8
185,69.5
175,59.9
193,70.0
192,91.0
194,73.9
181,73.5
172,72.1
169,64.9
193,77.2
176,58.9
171,72.6
184,72.4
161,51.8
194,93.0
183,80.4
173,62.0
190,83.6
176,65.1
164,65.3
166,63.3
171,65.6
163,61.5
175,73.2
173,68.2
165,62.6
195,86.6
169,56.0
173,58.3
190,82.1
179,76.6
167,52.2
163,57.3
170,64.5
182,64.7
183,80.7
167,56.8
172,60.4
175,59.6
194,91.7
183,82.3
167,55.1
187,68.7
162,52.6
162,53.8
172,58.8
181,76.9
190,69.4
192,72.0
164,54.7
190,86.7
171,58.9
171,67.8
192,72.4
189,76.8
186,83.6
182,75.5
193,72.5
162,54.3
179,75.3
181,72.4
178,78.9
183,76.4
165,56.7
176,74.6
161,58.6
195,84.8
192,70.5
173,73.6
192,78.3
183,82.5
194,81.5
182,72.1
174,60.2
194,81.8
164,64.9
194,88.2
166,51.1
188,87.2
195,72.8
166,60.8
184,82.5
176,74.7
189,87.1
169,57.9
192,84.1
170,70.0
166,55.4
170,53.8
161,61.3
168,56.2
189,86.9
164,66.2
175,75.1
186,72.7
176,72.5
188,76.4
187,67.4
173,68.8
185,77.5
175,68.3
183,78.5
169,65.9
160,49.4
190,86.2
170,56.4
161,56.7
160,53.9
175,75.1
193,78.1
173,64.2
163,60.0
178,67.5
192,74.7
176,58.1
177,62.4
165,62.5
190,83.8
187,82.8
181,67.0
192,77.5
194,76.8
176,71.2
169,53.7
162,50.2
192,73.0
195,84.4
179,68.9
163,51.4
182,79.8
193,82.1
182,81.2
167,58.1
186,69.0
169,69.4
161,60.6
176,67.9
180,74.1
186,75.0
192,71.0
164,54.4
181,65.7
178,74.3
177,67.6
172,70.4
179,69.7
180,67.2
187,69.7
170,60.7
163,49.9
171,63.0
184,78.9
170,67.8
189,67.5
179,79.5
162,58.0
178,73.4
183,78.3
183,71.0
192,74.1
187,78.1
189,68.5
195,83.4
179,73.7
164,50.5
183,80.9
162,57.2
181,69.8
184,79.3
170,57.1
195,77.6
189,88.5
176,66.0
172,57.6
180,60.1
180,78.9
165,59.3
181,63.1
172,64.1
162,48.9
178,61.0
191,74.7
182,77.4
188,80.6
169,66.9
176,63.9
192,87.5
185,80.0
185,74.8
171,66.1
166,67.0
169,60.4
175,56.9
185,84.4
184,82.1
192,72.4
184,78.7
191,72.8
173,56.5
192,78.4
191,79.3
165,65.3
186,67.6
162,50.4
169,53.8
169,53.1
180,67.6
186,70.8
192,81.2
166,58.8
182,77.9
185,69.9
176,61.0
168,56.5
184,81.7
188,87.9
190,84.3
164,65.1
169,67.5
188,72.8
174,70.5
183,72.0
191,88.3
195,91.0
176,76.5
177,65.4
167,68.9
173,70.8
160,57.6
179,79.2
164,50.8
186,69.8
166,52.7
191,79.3
178,62.0
193,71.4
185,79.7
188,71.9
180,65.0
170,58.2
160,59.7
195,85.6
186,67.1
178,74.7
176,66.7
181,78.6
173,67.5
186,81.1
184,77.7
169,56.7
190,87.9
163,55.1
182,71.6
193,74.2
184,68.6
184,76.8
194,91.4
175,63.9
187,73.8
194,70.2
189,69.5
160,47.7
192,87.6
168,57.0
186,69.8
168,63.3
188,72.9
168,54.9
180,78.5
189,71.6
185,73.2
164,57.0
187,74.3
182,63.8
163,51.3
181,66.4
168,61.8
171,62.4
170,55.6
178,62.3
175,67.1
193,84.0
163,60.8
169,53.6
182,79.4
189,83.2
185,84.6
182,70.5
161,48.5
174,62.5
195,72.7
175,58.4
160,50.7
162,57.3
189,67.7
189,81.2
195,74.3
193,90.6
163,55.3
178,59.7
181,73.3
171,60.6
183,76.3
166,67.2
189,72.9
194,81.8
171,60.6
177,68.7
168,62.5
185,77.0
165,59.1
179,79.3
189,72.5
181,71.9
162,60.3
186,66.1
174,65.3
168,54.7
163,58.2
178,75.9
165,53.7
163,61.1
182,78.8
190,82.0
172,69.1
185,75.2
174,56.6
162,51.1
174,66.7
177,59.9
187,74.0
187,73.5
168,58.0
185,83.6
176,64.0
162,48.6
173,73.1
173,57.5
166,67.5
172,60.1
165,52.3
173,71.2
184,81.2
169,70.4
181,80.2
170,69.9
175,70.7
181,67.3
161,49.8
177,71.5
177,61.5
162,56.1
166,58.4
166,52.2
173,57.0
180,73.7
171,54.2
185,80.9
190,82.2
166,58.6
162,52.7
165,63.7
168,56.5
194,78.7
181,64.7
162,54.5
164,61.2
184,80.9
182,62.0
170,64.0
189,70.3
171,55.6
184,73.3
191,70.6
179,67.1
162,52.3
164,60.6
182,69.9
165,54.1
184,75.5
162,64.5
185,85.1
170,61.5
183,75.4
190,76.8
188,68.4
190,80.7
161,49.0
177,74.9
177,65.6
195,73.4
175,64.4
192,77.7
180,68.5
176,64.2
194,71.4
194,73.9
189,68.2
183,74.6
167,67.0
184,82.6
194,75.6
183,63.9
169,64.5
185,79.3
189,77.7
172,57.1
189,66.5
176,64.3
185,74.6
183,68.2
165,66.5
190,86.3
177,62.8
191,80.5
162,61.3
193,92.2
179,68.1
172,58.4
186,77.5
175,72.9
180,68.0
161,51.4
187,84.9
191,89.3
172,59.4
183,81.8
194,84.0
176,73.2
162,55.3
177,62.7
160,53.4
195,74.9
185,65.9
167,66.4
193,86.7
182,81.4
168,62.9
181,78.7
180,73.9
182,77.0
177,59.6
179,63.0
162,64.2
165,65.4
178,76.2
161,61.1
177,70.0
171,57.4
189,73.5
184,71.0
168,57.5
168,69.5
195,72.1
174,74.7
188,78.9
161,61.8
167,58.6
186,71.2
160,59.6
162,56.9
163,63.6
194,78.7
171,57.3
188,87.6
194,81.0
187,85.6
161,48.7
191,70.6
175,62.6
176,58.9
190,74.9
188,85.6
177,58.9
169,67.4
182,62.1
164,54.0
169,55.1
174,56.6
195,83.4
165,54.0
191,74.6
174,70.1
173,65.8
169,61.1
172,69.0
170,62.9
173,60.1
183,82.0
181,74.2
173,60.1
189,88.4
164,53.6
174,72.1
166,57.8
180,67.5
183,72.2
192,84.5
188,67.2
177,70.4
165,66.9
167,58.0
193,78.9
161,48.5
171,58.6
164,63.4
173,70.8
164,52.2
166,54.0
187,84.3
194,71.9
162,60.6
188,87.2
163,52.7
174,71.5
162,56.6
184,68.6
186,84.4
186,73.5
167,69.2
190,83.3
191,81.5
180,71.9
190,78.4
183,80.4
188,81.2
180,77.3
170,68.9
185,82.8
166,57.2
168,67.7
165,63.1
170,61.1
168,68.7
186,73.0
188,72.8
188,76.4
183,72.0
176,73.2
173,56.6
188,68.3
171,63.6
162,52.0
169,60.9
194,71.3
173,73.5
193,80.2
179,72.1
169,54.6
180,64.6
160,55.0
183,65.6
188,72.7
165,65.6
182,66.3
161,51.4
168,62.4
194,70.1
182,75.9
171,69.4
165,64.9
162,62.5
192,91.6
192,72.3
177,72.9
175,70.2
171,61.0
190,70.9
191,73.0
172,57.3
174,57.7
175,60.6
161,51.0
171,58.1
183,68.8
173,58.6
165,58.2
188,83.9
160,53.8
179,61.1
165,55.2
180,74.3
167,56.8
194,88.2
175,61.8
193,77.7
177,72.7
187,86.7
192,82.3
164,66.3
192,87.7
168,63.2
181,73.8
167,66.1
175,58.1
162,59.1
170,63.7
168,70.3
180,72.3
169,60.2
179,63.5
186,64.8
182,81.4
169,59.3
164,50.7
160,62.1
185,83.6
166,62.1
185,69.6
178,74.7
190,83.7
192,86.1
171,58.2
179,73.2
182,75.8
178,63.3
178,74.0
189,79.1
187,72.8
191,79.9
162,53.6
176,58.7
193,73.8
186,76.1
189,86.2
184,75.7
177,66.5
176,70.6
185,82.1
177,66.6
187,83.8
191,88.4
185,76.2
175,60.4
172,57.4
192,85.6
189,79.2
187,74.9
169,70.9
185,70.8
173,64.8
195,85.5
172,59.7
192,80.2
174,70.3
167,58.5
189,87.5
189,85.5
174,72.4
167,69.0
164,61.3
192,75.0
188,83.3
187,69.8
178,73.5
188,69.5
165,54.2
189,76.3
170,64.5
187,85.5
188,83.6
192,80.4
172,55.5
181,60.8
181,79.4
184,79.1
176,64.6
191,74.8
168,61.1
189,74.0
177,75.2
195,86.8
177,61.7
171,61.3
184,76.0
191,75.1
176,64.0
170,65.0
195,83.6
161,56.6
184,63.0
188,85.0
186,76.3
166,51.5
189,84.8
193,86.7
178,67.8
189,73.5
193,82.5
194,88.9
165,61.7
179,60.6
170,59.2
173,68.7
184,68.7
194,89.0
167,61.1
179,79.6
183,77.6
161,58.1
177,61.3
186,79.6
167,57.9
190,74.8
190,67.9
176,67.1
178,69.0
190,70.9
168,61.9
165,51.0
195,90.4
195,73.5
193,80.0
172,70.6
170,60.1
160,47.6
168,53.3
170,68.8
160,49.8
182,72.2
195,75.6
188,76.8
171,57.9
163,65.3
189,74.1
184,76.9
164,54.3
191,79.0
172,55.4
162,53.4
195,81.9
190,88.1
194,91.8
161,57.1
166,52.6
186,69.0
184,75.3
164,62.2
191,75.5
175,70.6
176,63.3
174,58.7
176,63.0
167,57.6
165,57.7
164,65.2
170,54.2
194,82.3
160,50.2
193,74.7
181,77.7
195,78.4
169,62.3
162,55.9
188,71.8
160,56.7
163,62.7
169,57.3
194,88.5
171,63.3
181,61.3
186,80.8
185,74.7
163,51.1
195,92.3
182,78.1
186,69.4
170,64.8
181,69.6
180,66.4
184,77.3
177,61.2
161,61.4
160,54.2
168,70.2
195,93.6
163,59.2
174,66.5
177,67.5
184,76.8
190,70.5
167,68.1
169,67.5
179,72.0
182,70.2
171,71.0
194,91.2
195,74.2
192,86.7
161,49.9
191,86.9
171,56.9
166,55.7
167,62.3
181,70.0
175,58.2
183,66.8
180,70.1
178,68.3
165,59.1
165,65.4
185,81.7
160,59.0
181,65.0
176,74.6
183,76.7
184,70.7
171,63.1
168,53.3
185,80.5
193,85.2
193,92.2
179,61.1
165,61.3
186,71.1
163,55.8
178,71.3
180,68.1
173,64.5
166,51.3
195,83.0
172,64.0
187,70.6
162,49.4
187,71.4
166,61.4
171,68.6
165,60.7
185,75.9
171,57.4
172,58.6
163,51.1
179,67.8
180,78.0
194,78.9
165,62.2
164,61.3
194,92.6
184,74.4
170,69.0
186,68.9
168,65.2
180,70.0
184,77.3
182,71.3
191,68.6
174,75.1
182,79.1
166,55.3
186,81.0
173,56.4
173,62.1
179,76.8
168,57.0
178,69.4
190,72.0
185,79.0
160,49.5
188,87.3
165,61.9
161,60.9
187,65.9
174,64.6
167,67.6
178,63.2
186,64.4
168,59.5
162,60.1
173,71.9
180,63.4
192,85.5
189,85.1
172,60.1
164,50.6
187,80.0
178,68.9
178,69.0
182,79.1
180,71.0
160,48.6
190,69.5
195,72.3
188,82.1
169,64.9
173,67.8
194,85.2
168,57.0
170,67.9
193,71.5
164,66.3
182,64.3
171,69.9
162,52.0
180,79.2
192,90.9
176,74.9
162,57.2
165,55.7
174,74.8
